Family_fa,Given_fa,Paper_articleTitle,Paper_authorFullNames,pctwhite,pctblack,pctapi,pctaian,pct2prace,pcthispanic,fa_insti,country
Zhang,Xu,Visual framing of the European refugee crisis in Der Spiegel and CNN International: Global journalism in news photographs,"Zhang, Xu (1)| Hellmueller, Lea (2)",0.99,0.16,98.06,0.02,0.62,0.15,"Univ Tennessee, Knoxville, TN 37996 USA",USA
Zhang,Qin,A U.S.-China Investigation of the Effects of Perceived Partner Conflict Styles on Outcome Satisfaction: The Mediating Role of Perceived Partner Conflict Competence,"Zhang, Qin (1)",0.99,0.16,98.06,0.02,0.62,0.15,"Fairfield Univ, Dept Commun, Fairfield, CT 06824 USA",USA
Zhang,Xiaoqun,Exploring the patterns and determinants of the global mobile divide,"Zhang, Xiaoqun (1)",0.99,0.16,98.06,0.02,0.62,0.15,"Univ North Texas, Dept Media Arts, Denton, TX USA",USA
Zhang,J,Message strategies of Saudi Arabia's image restoration campaign after 9/11,"Zhang, J (1)| Benoit, WL (2)",0.99,0.16,98.06,0.02,0.62,0.15,"Monash Univ, Dept Commun, Long Branch, NJ 07764 USA",USA
Zhang,JY,World system and its agents: analysis of the registrants of Foreign Agent Registration Act (FARA),"Zhang, JY (1)",0.99,0.16,98.06,0.02,0.62,0.15,"Monmouth Univ, Dept Commun, W Long Branch, NJ 07746 USA",USA
ZHANG,GQ,CONSTRUCTING PUBLIC-OPINION AND MANIPULATING SYMBOLS - CHINA PRESS COVERAGE OF THE STUDENT MOVEMENT IN 1989,"ZHANG, GQ (1)| KRAUS, S (2)",0.99,0.16,98.06,0.02,0.62,0.15,"CLEVELAND STATE UNIV,DEPT COMMUN,CLEVELAND,OH 44115",USA
Zhang,Yuan,INDIVIDUALISM OR COLLECTIVISM? CULTURAL ORIENTATIONS IN CHINESE TV COMMERCIALS AND ANALYSIS OF SOME MODERATING FACTORS,"Zhang, Yuan (1)",0.99,0.16,98.06,0.02,0.62,0.15,"Virginia Commonwealth Univ, Sch Mass Commun, Richmond, VA 23284 USA",USA
Zhang,Xiaochen Angela,An Examination of Antecedents to Perceived Community Resilience in Disaster Postcrisis Communication,"Zhang, Xiaochen Angela (1)| Shay, Ronen (2)",0.99,0.16,98.06,0.02,0.62,0.15,"Kansas State Univ, AQ Miller Sch Journalism & Mass Commun, 105 Kedzie Hall, Manhattan, KS 66506 USA",USA
Zhang,AY,Silence and cancer: Why do families and patients fail to communicate?,"Zhang, AY (1)| Siminoff, LA (2)",0.99,0.16,98.06,0.02,0.62,0.15,"Case Western Reserve Univ, Sch Med, Cleveland, OH 44106 USA",USA
Zhang,Xueying,"Clicking Health Risk Messages on Social Media: Moderated Mediation Paths Through Perceived Threat, Perceived Efficacy, and Fear Arousal","Zhang, Xueying (1)| Zhou, Shuhua (2)",0.99,0.16,98.06,0.02,0.62,0.15,"North Carolina Agr & Tech State Univ, Dept Journalism & Mass Commun, Greensboro, NC 27401 USA",USA
Zhang,Zhengyu (Tracy),Language matters: effects of linguistic agency assignment on HPV prevention advocacy in Chinese public health education materials,"Zhang, Zhengyu (Tracy) (1)| McGlone, Matthew S. (2)",0.99,0.16,98.06,0.02,0.62,0.15,"Univ Texas Austin, Dept Commun Studies, Moody Coll Commun, Austin, TX 78712 USA",USA
Zhang,YB,Modernization and tradition in an age of globalization: Cultural values in Chinese television commercials,"Zhang, YB (1)| Harwood, J (2)",0.99,0.16,98.06,0.02,0.62,0.15,"Univ Kansas, Lawrence, KS 66045 USA",USA
Zhang,Lixuan,Motivations and Usage Patterns of Weibo,"Zhang, Lixuan (1)| Pentina, Iryna (2)",0.99,0.16,98.06,0.02,0.62,0.15,"Augusta State Univ, Hull Coll Business, Augusta, GA 30813 USA",USA
Zhang,Jinguang,Self-Enhancement on a Self-Categorization Leash: Evidence for a Dual-Process Model of First- and Third-Person Perceptions,"Zhang, Jinguang (1)",0.99,0.16,98.06,0.02,0.62,0.15,"Univ Calif Santa Barbara, Dept Commun, Santa Barbara, CA 93106 USA",USA
Zhang,Y,Moderating effects of need for cognition on responses to positively versus negatively framed advertising messages,"Zhang, Y (1)| Buda, R (2)",0.99,0.16,98.06,0.02,0.62,0.15,"Hofstra Univ, Frank G Zarb Sch Business, Dept Mkt & Int Business, Hempstead, NY 11550 USA",USA
Zhang,Jing,THE EFFECT OF ADVERTISING APPEALS IN ACTIVATING SELF-CONSTRUALS A Case of Bicultural Chinese Generation X Consumers,"Zhang, Jing (1)",0.99,0.16,98.06,0.02,0.62,0.15,"Univ Wisconsin Milwaukee, Coll Letters & Sci, Dept Journalism & Mass Commun, Milwaukee, WI 53201 USA",USA
Zhang,Yong,Responses to humorous ads - Does audience involvement matter?,"Zhang, Yong (1)| Zinkhan, George M. (2)",0.99,0.16,98.06,0.02,0.62,0.15,"Hofstra Univ, Frank G Zarb Sch Business, Hempstead, NY 11550 USA",USA
Zhang,Ai,"""Culture and Chinese public relations: A multi-method """"inside out"""" approach""","hang, Ai (1)| Shen, Hongmei (2)| Jiang, Hua (3)",0.99,0.16,98.06,0.02,0.62,0.15,"Univ Maryland, Dept Commun, College Pk, MD 20742 USA",USA
Zhang,Jueman (Mandy),"A Psychophysiological Study of Processing HIV/AIDS Public Service Announcements: The Effects of Novelty Appeals, Sexual Appeals, Narrative Versus Statistical Evidence, and Viewer's Sex","g, Jueman (Mandy) (1)| Chen, Gina Masullo (2)| Chock, T. Makana (3)| Wang, Yi (4)| Ni, Liqiang (5)| Schweisberger, Valarie (6)",0.99,0.16,98.06,0.02,0.62,0.15,"New York Inst Technol, Dept Commun Arts, Northern Blvd,POB 8000, Old Westbury, NY 11568 USA",USA
Zhang,Yuanyuan,Rap Music Videos and African American Women's Body Image: The Moderating Role of Ethnic Identity,"hang, Yuanyuan (1)| Dixon, Travis L. (2)| Conrad, Kate (3)",0.99,0.16,98.06,0.02,0.62,0.15,"Univ Illinois, Dept Commun, Urbana, IL 61801 USA",USA
Zhou,Lijie,Does stealing thunder always work? A content analysis of crisis communication practice under different cultural settings,"Zhou, Lijie (1)| Shin, Jae-Hwa (2)",0.98,0.18,98.2,(S),0.51,(S),"Univ Southern Mississippi, Sch Mass Commun & Journalism, 118 Coll Dr,Box 5121, Hattiesburg, MS 39406 USA",USA
Zhou,Ziyuan,Exploring the role of CSR fit and the length of CSR involvement in routine business and corporate crises settings,"Zhou, Ziyuan (1)| Ki, Eyun-Jung (2)",0.98,0.18,98.2,(S),0.51,(S),"Univ Alabama, Tuscaloosa, AL 35487 USA",USA
Zhou,Alvin,Bring publics back into networked public relations research: A dual-projection approach for network ecology,"Zhou, Alvin (1)",0.98,0.18,98.2,(S),0.51,(S),"Univ Penn, Annenberg Sch Commun, 3620 Walnut St, Philadelphia, PA 19104 USA",USA
Zhou,SH,Effects of visual intensity and audiovisual redundancy in bad news,"Zhou, SH (1)",0.98,0.18,98.2,(S),0.51,(S),"Univ Alabama, Dept Telecommun & Film, Tuscaloosa, AL 35487 USA",USA
Zhou,Shuo,Reducing Resistance to Narrative Persuasion About Binge Drinking: The Role of Self-Activation and Habitual Drinking Behavior,"Zhou, Shuo (1)| Shapiro, Michael A. (2)",0.98,0.18,98.2,(S),0.51,(S),"Cornell Univ, Dept Commun, 450B Mann Lib Bldg, Ithaca, NY 14853 USA",USA
Zhou,Xin,What Predicts Exercise Maintenance and Well-Being? Examining The Influence of Health-Related Psychographic Factors and Social Media Communication,"Zhou, Xin (1)| Krishnan, Archana (2)",0.98,0.18,98.2,(S),0.51,(S),"SUNY Albany, Dept Commun, Albany, NY 12222 USA",USA
Zhou,Yushu,Modeling the Effects of Political Information Source Use and Online Expression on Young Adults' Political Efficacy,"Zhou, Yushu (1)| Pinkleton, Bruce E. (2)",0.98,0.18,98.2,(S),0.51,(S),"Stanford Univ, Dept Commun, Stanford, CA 94305 USA",USA
Zhou,S,Effects of arousing visuals and redundancy on cognitive assessment of television news,"Zhou, S (1)",0.98,0.18,98.2,(S),0.51,(S),"Univ Alabama, Dept Telecommun & Film, Tuscaloosa, AL 35487 USA",USA
ZHOU,N,CHINA ADVERTISING AND THE EXPORT MARKETING LEARNING-CURVE - THE 1ST DECADE,"ZHOU, N (1)| BELK, RW (2)",0.98,0.18,98.2,(S),0.51,(S),"UNIV UTAH,SALT LAKE CITY,UT 84112",USA
Zhou,Shuhua,Creating a Competitive Identity: Public Diplomacy in the London Olympics and Media Portrayal,"ou, Shuhua (1)| Shen, Bin (2)| Zhang, Cui (3)| Zhong, Xin (4)",0.98,0.18,98.2,(S),0.51,(S),"Univ Alabama, Coll Commun & Informat Sci, Tuscaloosa, AL 35487 USA",USA
Qin,Yufan,Exploring negative peer communication of companies on social media and its impact on organization-public relationships,"Qin, Yufan (1)| Men, Linjuan Rita (2)",0.98,(S),97.94,(S),0.68,0.26,"Univ Florida, Coll Journalism & Commun, Gainesville, FL 32603 USA",USA
Qin,Wei,Public reactions to information about genetically engineered foods: effects of information formats and male/female differences,"Qin, Wei (1)| Brown, J. Lynne (2)",0.98,(S),97.94,(S),0.68,0.26,"Penn State Univ, Dept Food Sci, University Pk, PA 16802 USA",USA
Zhao,W,Understanding classifications: Empirical evidence from the American and French wine industries,"Zhao, W (1)",0.96,0.13,98.11,0.02,0.52,0.26,"Univ N Carolina, Dept Sociol & Anthropol, Charlotte, NC 28223 USA",USA
ZHAO,XS,MEASUREMENT EFFECTS IN COMPARING VOTER LEARNING FROM TELEVISION-NEWS AND CAMPAIGN ADVERTISEMENTS,"ZHAO, XS (1)| BLESKE, GL (2)",0.96,0.13,98.11,0.02,0.52,0.26,"CALIF STATE UNIV LOS ANGELES,DEPT JOURNALISM,CHICO,CA 95929",USA
Zhao,Xiaoquan,"The Role of Risk, Efficacy, and Anxiety in Smokers' Cancer Information Seeking","Zhao, Xiaoquan (1)| Cai, Xiaomei (2)",0.96,0.13,98.11,0.02,0.52,0.26,"George Mason Univ, Dept Commun, Fairfax, VA 22030 USA",USA
Zhao,YZ,From commercialization to conglomeration: The transformation of the Chinese press within the orbit of the party state,"Zhao, YZ (1)",0.96,0.13,98.11,0.02,0.52,0.26,"Univ Calif San Diego, Dept Commun, La Jolla, CA 92093 USA",USA
Zhao,XQ,"Disruptive and cooperative interruptions in prime-time television fiction: The role of gender, status, and topic","Zhao, XQ (1)| Gantz, W (2)",0.96,0.13,98.11,0.02,0.52,0.26,"Univ Penn, Annenberg Sch Commun, Philadelphia, PA 19104 USA",USA
Zhao,Shanyang,Humanoid social robots as a medium of communication,"Zhao, Shanyang (1)",0.96,0.13,98.11,0.02,0.52,0.26,"Temple Univ, Dept Sociol, Philadelphia, PA 19122 USA",USA
Zhao,XS,Clutter and serial order redefined and retested,"Zhao, XS (1)",0.96,0.13,98.11,0.02,0.52,0.26,"UNIV N CAROLINA,CHAPEL HILL,NC 27515",USA
Zhao,Xin,Regulating Political Symbols China's Advertising Law And Politicized Advertising,"Zhao, Xin (1)| Wang, Jeff (2)",0.96,0.13,98.11,0.02,0.52,0.26,"Univ Hawaii, Shidler Coll Business, Honolulu, HI 96822 USA",USA
Zhao,Hairong,THE EFFECT OF AGENCY CREATIVITY ON CAMPAIGN OUTCOMES The Moderating Role of Market Conditions,", Hairong (1)| Dou, Wenyu (2)| Wang, Guangping (3)| Zhou, Nan (4)",0.96,0.13,98.11,0.02,0.52,0.26,"Michigan State Univ, Dept Advertising Publ Relat & Retailing, E Lansing, MI 48824 USA",USA
Zhao,Guangzhi,Remembering the Good Old Days: The Moderating Role of Consumer Affective State on the Effectiveness of Nostalgic Advertising,"hao, Guangzhi (1)| Muehling, Darrel D. (2)| Kareklas, Ioannis (3)",0.96,0.13,98.11,0.02,0.52,0.26,"Loyola Univ Maryland, Sellinger Sch Business & Management, Baltimore, MD 21210 USA",USA
Nguyen,Lilly U.,Infrastructural action in Vietnam: Inverting the techno-politics of hacking in the global South,"Nguyen, Lilly U. (1)",0.95,0.12,96.45,0.03,1.83,0.63,"Univ N Carolina, Dept Womens & Gender Studies, 210 Smith Bldg,CB 3135, Chapel Hill, NC 27599 USA",USA
Zhuang,Jie,HIV/AIDS stigma in Chinese Internet forums: a content analysis approach,"Zhuang, Jie (1)| Bresnahan, Mary (2)",0.93,(S),98.02,0,0.93,(S),"Michigan State Univ, E Lansing, MI 48824 USA",USA
Huang,Guanxiong,The Effect of Anonymity on Conformity to Group Norms in Online Contexts: A Meta-Analysis,"Huang, Guanxiong (1)| Li, Kang (2)",0.9,0.11,97.14,0.02,1.42,0.4,"Michigan State Univ, E Lansing, MI 48824 USA",USA
Huang,Jin,"Implementing dialogic communication: A survey of IPR, PRSA, and IABC members","Huang, Jin (1)| Yang, Aimei (2)",0.9,0.11,97.14,0.02,1.42,0.4,"Univ So Calif, Annenberg Sch Commun & Journalism, Los Angeles, CA 90089 USA",USA
Huang,Yan,Effects of Cultural Tailoring on Persuasion in Cancer Communication: A Meta-Analysis,"Huang, Yan (1)| Shen, Fuyuan (2)",0.9,0.11,97.14,0.02,1.42,0.4,"Penn State Univ, Coll Commun, University Pk, PA 16802 USA",USA
Huang,Ron,Using Attribution Theory To Explain The Affective Dispositions Of Tireless Moral Monitors Toward Narrative Characters,", Ron (1)| Grall, Clare (2)| Prabhu, Sujay (3)| Hofer, Matthias (4)| Novotny, Eric (5)| Hahn, Lindsay (6)| Klebig, Brian (7)| Kryston, Kevin (8)| Baldwin, Joshua (9)| Aley, Melinda (10)| Sethi, Neha (11)",0.9,0.11,97.14,0.02,1.42,0.4,"Michigan State Univ, Dept Commun, E Lansing, MI 48823 USA",USA
Huang,Kuo-Ting,Augmented Versus Virtual Reality in Education: An Exploratory Study Examining Science Knowledge Retention When Using Augmented Reality/Virtual Reality Mobile Applications,"g, Kuo-Ting (1)| Ball, Christopher (2)| Francis, Jessica (3)| Ratan, Rabindra (4)| Boumis, Josephine (5)| Fordham, Joseph (6)",0.9,0.11,97.14,0.02,1.42,0.4,"Ball State Univ, Dept Journalism, Ctr Emerging Media Design & Dev, Art & Journalism Bldg AJ,Room 383, Muncie, IN 47306 USA",USA
Qian,Hua,Anonymity and Self-Disclosure on Weblogs,"Qian, Hua (1)| Scott, Craig R. (2)",0.88,0.25,98.05,(S),0.72,(S),"Univ Texas Austin, Dept Radiotelevis Film, 1 Univ Stn A0800, Austin, TX 78712 USA",USA
Zhu,Yicheng,Newspaper portrayal of Chinese outward foreign direct investment in Latin American newspapers: A content analysis,"Zhu, Yicheng (1)| Wang, Longxing (2)",0.88,(S),98.23,(S),0.58,0.16,"Univ South Carolina, Columbia, SC 29208 USA",USA
Zhu,Xun,Segmenting the public's risk beliefs about drone delivery: A belief system approach,"Zhu, Xun (1)",0.88,(S),98.23,(S),0.58,0.16,"Univ North Dakota, 501 N Columbia Rd Stop 7169, Grand Forks, ND 58203 USA",USA
Zhu,Lei,Maintaining organization-public relationships on tourism Websites through relationship management strategies,"Zhu, Lei (1)| Han, Gang (Kevin) (2)",0.88,(S),98.23,(S),0.58,0.16,"Iowa State Univ, Greenlee Sch Journalism & Commun, Ames, IA 50011 USA",USA
Zhu,Xuan,Ends Over Means: Self-Affirmation Strengthens Attitudinal and Weakens Perceived Control Effects on Behavioral Intention,"Zhu, Xuan (1)| Yzer, Marco C. (2)",0.88,(S),98.23,(S),0.58,0.16,"Univ Minnesota, Sch Journalism & Mass Commun, Minneapolis, MN 55455 USA",USA
Zhu,Y,Chinese cinema's economic reform from the mid-1980s to the mid-1990s,"Zhu, Y (1)",0.88,(S),98.23,(S),0.58,0.16,"CUNY Coll Staten Isl, Media Culture Dept, Staten Isl, NY 10314 USA",USA
Zhu,Lin,Social media and culture in crisis communication: McDonald's and KFC crises management in China,"hu, Lin (1)| Anagondahalli, Deepa (2)| Zhang, Ai (3)",0.88,(S),98.23,(S),0.58,0.16,"Univ Massachusetts, 100 Morrissey Blvd, Boston, MA 02125 USA",USA
Zhu,Yaguang,"""""""Social Networkout"""": Connecting Social Features of Wearable Fitness Trackers with Physical Exercise""","u, Yaguang (1)| Dailey, Stephanie L. (2)| Kreitzberg, Daniel (3)| Bernhardt, Jay (4)",0.88,(S),98.23,(S),0.58,0.16,"Univ Texas Austin, Moody Coll Commun, Dept Commun Studies, Austin, TX 78712 USA",USA
Jiang,Chunxiao,Perceived professional standards and roles of public relations in China: Through the lens of Chinese public relations practitioners,", Chunxiao (1)| Cropp, Fritz (2)| Sims, Will (3)| Jin, Yan (4)",0.87,(S),97.88,(S),0.86,0.19,"Virginia Commonwealth Univ, Sch Mass Commun, Richmond, VA 23284 USA",USA
Jiang,Min,Managing the micro-self: the governmentality of real name registration policy in Chinese microblogosphere,"Jiang, Min (1)",0.87,(S),97.88,(S),0.86,0.19,"Univ N Carolina, Dept Commun Studies, Charlotte, NC 28223 USA",USA
Jiang,Shaohai,Factors Influencing Communication with Doctors via the Internet: A Cross-Sectional Analysis of 2014 HINTS Survey,"Jiang, Shaohai (1)| Street, Richard L. (2)",0.87,(S),97.88,(S),0.86,0.19,"Texas A&M Univ, Dept Commun, College Stn, TX 77843 USA",USA
Luo,Yunjuan,The Internet and Agenda Setting in China: The Influence of Online Public Opinion on Media Coverage and Government Policy,"Luo, Yunjuan (1)",0.86,(S),97.57,(S),0.68,0.44,"Texas Tech Univ, Lubbock, TX 79409 USA",USA
Luo,Wei,ARE YOU THE ONE? CHINA'S TV DATING SHOWS AND THE SHENG NU'S PREDICAMENT,"Luo, Wei (1)| Sun, Zhen (2)",0.86,(S),97.57,(S),0.68,0.44,"Indiana Univ Purdue Univ, Commun, Ft Wayne, IN 46805 USA",USA
Luo,XM,Benchmarking advertising efficiency,"Luo, XM (1)| Donthu, N (2)",0.86,(S),97.57,(S),0.68,0.44,"SUNY Coll Fredonia, Fredonia, NY 14063 USA",USA
Luo,Mufan,"Effects of Opinion Climate, Efficacy Messages, and Publicness of Social Media on Intentions to Retransmit Anti-Binge Drinking Messages on Facebook","uo, Mufan (1)| Wang, Ningxin (2)| Bigman, Cabral A. (3)",0.86,(S),97.57,(S),0.68,0.44,"Stanford Univ, Dept Commun, Bldg 120,450 Serra Mall, Stanford, CA 94305 USA",USA
Xu,Kun,"Painting Chinese mythology: Varying touches on the magazine covers of Time, The Economist, Der Spiegel, and China Today","Xu, Kun (1)",0.83,0.12,98.25,0.02,0.55,0.24,"Temple Univ, Philadelphia, PA 19122 USA",USA
Xu,Janice Hua,Online news reports of air quality issues in Beijing,"Xu, Janice Hua (1)",0.83,0.12,98.25,0.02,0.55,0.24,"Cabrini Coll, Dept Commun, Radnor, PA 19087 USA",USA
Xu,Yu,Modeling the adoption of social media by newspaper organizations: An organizational ecology approach,"Xu, Yu (1)",0.83,0.12,98.25,0.02,0.55,0.24,"Univ Southern Calif, Annenberg Sch Commun & Journalism, 3502 Watt Way, Los Angeles, CA 90007 USA",USA
Xu,Larry Zhiming,Will a digital camera cure your sick puppy? Modality and category effects in donation-based crowdfunding,"Xu, Larry Zhiming (1)",0.83,0.12,98.25,0.02,0.55,0.24,"Univ Southern Calif, Annenberg Sch Commun & Journalism, 3502 Watt Way, Los Angeles, CA 90089 USA",USA
Xu,Sifan,Prioritizing relationships: The investment model and relationship maintenance strategies in organizational crises,"Xu, Sifan (1)",0.83,0.12,98.25,0.02,0.55,0.24,"Univ Tennessee, Sch Advertising & Publ Relat, Knoxville, TN USA",USA
Xu,Qian,"Social Recommendation, Source Credibility, and Recency: Effects of News Cues in a Social Bookmarking Website","Xu, Qian (1)",0.83,0.12,98.25,0.02,0.55,0.24,"Elon Univ, Elon, NC 27244 USA",USA
Xu,Kaibin,An Empirical Study of Confucianism: Measuring Chinese Academic Leadership,"Xu, Kaibin (1)",0.83,0.12,98.25,0.02,0.55,0.24,"Temple Univ, Sch Commun & Theater, Dept Strateg Commun, Philadelphia, PA 19122 USA",USA
Xu,Jie,Message Sensation and Cognition Values: Factors of Competition or Integration?,"Xu, Jie (1)",0.83,0.12,98.25,0.02,0.55,0.24,"Villanova Univ, Dept Commun, Villanova, PA 19085 USA",USA
Xu,Zhan,A Meta-Analysis of the Effectiveness of Guilt on Health-Related Attitudes and Intentions,"Xu, Zhan (1)| Guo, Hao (2)",0.83,0.12,98.25,0.02,0.55,0.24,"Univ Connecticut, Dept Commun, 337 Mansfield Rd,Unit 1259, Storrs, CT 06269 USA",USA
Xu,Weiai Wayne,Talking to the Broadcasters on Twitter: Networked Gatekeeping in Twitter Conversations with Journalists,"Xu, Weiai Wayne (1)| Feng, Miao (2)",0.83,0.12,98.25,0.02,0.55,0.24,"SUNY Buffalo, Buffalo, NY 14260 USA",USA
Xu,Qingru,#SELFIES at the 2016 Rio Olympics: Comparing Self-Representations of Male and Female Athletes from the US And China,"Xu, Qingru (1)| Armstrong, Cory L. (2)",0.83,0.12,98.25,0.02,0.55,0.24,"Eastern Washington Univ, Dept Commun Studies, MassCommun, Cheney, WA 99004 USA",USA
Xu,Y,"""Effects of sex, culture, and support type on perceptions of spousal social support - An assessment of the """"support gap"""" hypothesis in early marriage""","Xu, Y (1)| Burleson, BR (2)",0.83,0.12,98.25,0.02,0.55,0.24,"Univ So Calif, Annenberg Sch Commun, Los Angeles, CA 90089 USA",USA
Xu,Yizhou (Joe),Programmatic Dreams: Technographic Inquiry into Censorship of Chinese Chatbots,"Xu, Yizhou (Joe) (1)",0.83,0.12,98.25,0.02,0.55,0.24,"Univ Wisconsin, Dept Commun Arts, Media & Cultural Studies, 821 Univ Ave, Madison, WI 53706 USA",USA
Zheng,Nan,Emerging networks in the global news arena: Theorizing the structural role of Chinese bridge blogs,"Zheng, Nan (1)| Reese, Stephen D. (2)",0.74,(S),98.02,(S),0.92,0.2,"James Madison Univ, Sch Media Arts & Design, Harrisonburg, VA 22807 USA",USA
Zheng,Da,"Sampan, a bilingual bridge: An exploration of socio-political functions of bilingualism and ethnic press","Zheng, Da (1)",0.74,(S),98.02,(S),0.92,0.2,"Suffolk Univ, Boston, MA 02114 USA",USA
Xie,Bo,Multimodal computer-mediated communication and social support among older chinese internet users,"Xie, Bo (1)",0.72,0.22,98.19,(S),0.66,(S),"Univ Maryland, Coll Informat Studies, College Pk, MD 20742 USA",USA
