last_name,first_name,article_title,fa_insti
Huang, Guanxiong ,Time to Work Out! Examining the Behavior Change Techniques and Relevant Theoretical Mechanisms that Predict the Popularity of Fitness Mobile Apps with Chinese-Language User Interfaces,"City Univ Hong Kong, Dept Media & Commun, Hong Kong, Peoples R China"
Huang, Xinkai ,Lifestyles in virtual communities: collaborative consumption and interaction,"SW Jiaotong Univ, Dept Commun, Chengdu, Peoples R China"
Huang, Ronggui ,Issues and place: the hyperlink network of homeowner forums and implications for collective action,"Fudan Univ, Dept Sociol, Shanghai, Peoples R China"
Huang, Hanyun ,The adoption and use of WeChat among middle-aged residents in urban China,"Xiamen Univ, Sch Journalism & Commun, Xiamen, Peoples R China"
Huang, Yan ,Effects of Cultural Tailoring on Persuasion in Cancer Communication: A Meta-Analysis,"Penn State Univ, Coll Commun, University Pk, PA 16802 USA"
Huang, Ron ,Using Attribution Theory To Explain The Affective Dispositions Of Tireless Moral Monitors Toward Narrative Characters,"Michigan State Univ, Dept Commun, E Lansing, MI 48823 USA"
Huang, CJ ,"Transitional media vs. normative theories: Schramm, Altschull, and China",Missing
Huang, Lan-Ying ,Predicting online game loyalty based on need gratification and experiential motives,"Natl Chung Hsing Univ, Inst Technol Management, Taichung 40227, Taiwan"
Huang, Lei Vincent ,Tweeting #Leaders Social media communication and retweetability of Fortune 1000 chief executive officers on Twitter,"Hong Kong Baptist Univ, Sch Commun, Kowloon Tong, Hong Kong, Peoples R China"
Huang, Hao-Chen ,Freemium business model: construct development and measurement validation,"Natl Kaohsiung Univ Appl Sci, Dept Wealth & Taxat Management, Kaohsiung, Taiwan"
Huang, Yu-feng ,An eye-tracking investigation of internet consumers' decision deliberateness,"Natl Sun Yat Sen Univ, Dept Informat Management, Kaohsiung 80424, Taiwan"
Huang, Echo ,Online experiences and virtual goods purchase intention,"Natl Kaohsiung First Univ Sci & Technol, Dept Informat Management, Kaohsiung, Taiwan"
Huang, Tseng-Lung ,Formation of augmented-reality interactive technology's persuasive effects from the perspective of experiential value,"Yuan Ze Univ, Chungli, Tao Yuan County, Taiwan"
Huang, Guanxiong ,"Variation matters How to curb ad intrusiveness for native advertising on Facebook, Twitter, and Instagram","City Univ Hong Kong, Dept Media & Commun, Kowloon, Hong Kong, Peoples R China"
Huang, Gohar F. ,Methodological research on partial least squares structural equation modeling (PLS-SEM) An analysis based on social network approaches,"Univ Waikato, Waikato Management Sch, Hamilton, New Zealand"
Huang, Tseng-Lung ,Creating e-shopping multisensory flow experience through augmented-reality interactive technology,"Yuan Ze Univ, Coll Management, Mkt, Taoyuan, Taiwan"
Huang, Echo ,Use and gratification in e-consumers,"Natl Kaohsiung First Univ Sci & Technol, Kaohsiung, Taiwan"
Huang, Jialiang ,The dual roles of web personalization on consumer decision quality in online shopping The perspective of information load,"Guangzhou Univ, Sch Management, Guangzhou, Guangdong, Peoples R China"
Huang, Shiu-Li ,Cross-border e-commerce: consumers' intention to shop on foreign websites,"Natl Taipei Univ, Dept Business Adm, New Taipei, Taiwan"
Huang, Ying ,The impact of intragroup relationship conflict on intention to re-enroll Implications for virtual learning,"Univ British Columbia, Fac Management, Kelowna, BC, Canada"
Huang, Chiungjung ,Internet Use and Psychological Well-being: A Meta-Analysis,"Natl Changhua Univ Educ, Grad Inst Educ, Changhua, Taiwan"
Huang, Manqing (2)| Lan,Assessment of Binocular Imbalance with an Augmented Virtual Reality Platform in a Normal Population,"Foshan Huaxia Ophthalmol Hosp, Huaxia Ophthalmol Hosp Grp, Foshan, Peoples R China"
Huang, Shuling ,Nation-branding and transnational consumption: Japan-mania and the Korean wave in Taiwan,"Natl Chiao Tung Univ, Dept Commun & Technol, Hsinchu, Taiwan"
Huang, Shuling ,Social media and the new Korean Wave,"Natl Chiao Tung Univ, 1,Sec 1,Liujia 5th Rd, Hsinchu 302, Taiwan"
Pham, Becky ,Vietnamese pre-schoolers' tablet use and early childhood learning an ecological investigation,"Singapore Univ Technol & Design, Arts & Social Sci, 8 Somapah Rd,Bldg 1,Level 4, Singapore 487372, Singapore"
Huang, Yi-Hui ,"Crisis situations, communication strategies, and media coverage - A multicase study revisiting the communicative response model","Natl Chengchi Univ, Taipei 11623, Taiwan"
Huang, Chun-Yao ,Modeling the audience's banner ad exposure for Internet advertising planning,"Natl Tsing Hua Univ, Inst Technol Management, Hsinchu, Taiwan"
Huang, Chun-Ju ,What science are you singing? A study of the science image in the mainstream music of Taiwan,"Natl Chung Cheng Univ, Gen Educ Ctr, Min Hsiung, Chia Yi, Taiwan"
Huang,Tony Cheng-Kui,Change discovery of learning performance in dynamic educational environments,"Natl Chung Cheng Univ, Dept Business Adm, Univ Rd, Chiayi 621, Taiwan"
Huang,Yi-Hui Christine,Does research on digital public relations indicate a paradigm shift? An analysis and critique of recent trends,"Chinese Univ Hong Kong, Sch Journalism & Commun, Shatin, Hong Kong, Peoples R China"
Huang,Han-Chung,How to create flow experience in exergames? Perspective of flow theory,"Chang Gung Univ, Grad Inst Business & Management, Taoyuan, Taiwan"
Huang,YH,"Crisis communicative strategies in Taiwan: Category, continuum, and cultural implication","Natl Chengchi Univ, Dept Advertising, Taipei, Taiwan"
Huang,Yi-Hui Christine,Crisis communication in context: Cultural and political influences underpinning Chinese public relations practice,"Chinese Univ Hong Kong, Sch Journalism & Commun, Shatin, Hong Kong, Peoples R China"
Huang,Han-Chung,How Is Frustration Related to Online Gamer Loyalty? A Synthesis of Multiple Theories,"Chang Gung Univ, Grad Inst Business & Management, Coll Management, Taoyuan, Taiwan"
Huang,Kuo-Ting,Augmented Versus Virtual Reality in Education: An Exploratory Study Examining Science Knowledge Retention When Using Augmented Reality/Virtual Reality Mobile Applications,"Ball State Univ, Dept Journalism, Ctr Emerging Media Design & Dev, Art & Journalism Bldg AJ,Room 383, Muncie, IN 47306 USA"
Huang,Han-Chung,Impact of Playing Exergames on Mood States: A Randomized Controlled Trial,"Chang Gung Univ, Grad Inst Business & Management, Taoyuan, Taiwan"
Huang,Chun-Yao,Bloggers' motivations and behaviors: A model,"Natl Taiwan Univ, Dept Business Adm, Taipei, Taiwan"
Zhu, Yicheng ,Newspaper portrayal of Chinese outward foreign direct investment in Latin American newspapers: A content analysis,"Univ South Carolina, Columbia, SC 29208 USA"
Zhu, Xun ,Segmenting the public's risk beliefs about drone delivery: A belief system approach,"Univ North Dakota, 501 N Columbia Rd Stop 7169, Grand Forks, ND 58203 USA"
Zhu, Lei ,Maintaining organization-public relationships on tourism Websites through relationship management strategies,"Iowa State Univ, Greenlee Sch Journalism & Commun, Ames, IA 50011 USA"
Zhu, Xuan ,Ends Over Means: Self-Affirmation Strengthens Attitudinal and Weakens Perceived Control Effects on Behavioral Intention,"Univ Minnesota, Sch Journalism & Mass Commun, Minneapolis, MN 55455 USA"
Zhu, Y ,Chinese cinema's economic reform from the mid-1980s to the mid-1990s,"CUNY Coll Staten Isl, Media Culture Dept, Staten Isl, NY 10314 USA"
Zhu, Yuner ,The Relationship Between Interdisciplinarity and Journal Impact Factor in the Field of Communication During 1997-2016,"Univ Hong Kong, Journalism & Media Studies Ctr, Hong Kong, Peoples R China"
Zhu, Yu-Qian ,Service fairness and customer satisfaction in internet banking Exploring the mediating effects of trust and customer value,"Natl Taiwan Univ, Grad Sch Business Adm, Taipei 10764, Taiwan"
Zhu, JJH ,"Perceived characteristics, perceived needs, and perceived popularity - Adoption and use of the Internet in China","City Univ Hong Kong, Dept English & Commun, Hong Kong, Hong Kong, Peoples R China"
Zhu, Xuan ,Testing a Brief Scale Format Self-affirmation Induction for Use in Health Communication Research and Practice,"Mayo Clin, Dept Hlth Sci Res, 200 First St SW, Rochester, MN 55905 USA"
Qian, Hua ,Anonymity and Self-Disclosure on Weblogs,"Univ Texas Austin, Dept Radiotelevis Film, 1 Univ Stn A0800, Austin, TX 78712 USA"
Zhu, Qiaoyan ,Science communication activism: Protesting Traditional Chinese Medicine in China,"Wenzhou Med Univ, Wenzhou, Peoples R China"
Zhu,Lin,Social media and culture in crisis communication: McDonald's and KFC crises management in China,"Univ Massachusetts, 100 Morrissey Blvd, Boston, MA 02125 USA"
Zhu,Yaguang,"""""""Social Networkout"""": Connecting Social Features of Wearable Fitness Trackers with Physical Exercise""","Univ Texas Austin, Moody Coll Commun, Dept Commun Studies, Austin, TX 78712 USA"
Zhu,Lin,The Role of Person-Culture Fit in Chinese Students' Cultural Adjustment in the United States: A Galileo Mental Model Approach,"Univ Massachusetts, Dept Commun, Boston, MA 02125 USA"
Zhu,Xun,"Living with a rare health condition: the influence of a support community and public stigma on communication, stress, and available support","Penn State Univ, Dept Commun Arts & Sci, University Pk, PA 16802 USA"
Jiang, Hua ,"Supportive organizational environment, work-life enrichment, trust and turnover intention: A national survey of PRSA membership","Nanjing Normal Univ, Sch Journalism & Commun, Nanjing, Jiangsu, Peoples R China"
Jiang, Hua ,"A model of work-life conflict and quality of employee-organization relationships (EORs): Transformational leadership, procedural justice, and family-supportive workplace initiatives","Towson Univ, Dept Mass Commun & Commun Studies, Towson, MD 21252 USA"
Jiang, Chunxiao ,Perceived professional standards and roles of public relations in China: Through the lens of Chinese public relations practitioners,"Virginia Commonwealth Univ, Sch Mass Commun, Richmond, VA 23284 USA"
Jiang, Hua ,Conflict? What work-life conflict? A national study of future public relations practitioners,"Syracuse Univ, SI Newhouse Sch Publ Commun, Syracuse, NY 13244 USA"
Jiang, Yifan ,Facebook helps: a case study of cross-cultural social networking and social capital,"Univ Manchester, Manchester Business Sch, Manchester M15 6PB, Lancs, England"
Jiang, Min ,Managing the micro-self: the governmentality of real name registration policy in Chinese microblogosphere,"Univ N Carolina, Dept Commun Studies, Charlotte, NC 28223 USA"
Jiang, Shaohai ,Factors Influencing Communication with Doctors via the Internet: A Cross-Sectional Analysis of 2014 HINTS Survey,"Texas A&M Univ, Dept Commun, College Stn, TX 77843 USA"
Jiang, Shaohai ,Pathway Linking Internet Health Information Seeking to Better Health: A Moderated Mediation Study,"Texas A&M Univ, Dept Commun, College Stn, TX 77843 USA"
Jiang, J ,The use of maxims for cooperation in Chinese medical interviews,"Suzhou Med Coll, Dept English, Suzhou 215007, Peoples R China"
Jiang, Shaohai ,How Does Online Patient-Provider Communication Heal? Examining the Role of Patient Satisfaction and Communication Experience in China,"Natl Univ Singapore, Dept Commun & New Media, Block AS6,03-03,11 Comp Dr, Singapore 117416, Singapore"
Jiang, Qiaolei ,"Celebrity Athletes, Soft Power and National Identity: Hong Kong Newspaper Coverage of the Olympic Champions of Beijing 2008 and London 2012","Dalian Univ Technol, Sch Humanities, Dalian 116024, Liaoning Provin, Peoples R China"
Jiang, Shaohai ,Smoking Prevention in China: A Content Analysis of an Anti-Smoking Social Media Campaign,"Texas A&M Univ, Dept Commun, 102 Bolton Hall, College Stn, TX USA"
Jiang, L. Crystal ,"Absence Makes the Communication Grow Fonder: Geographic Separation, Interpersonal Media, and Intimacy in Dating Relationships","City Univ Hong Kong, Dept Media & Commun, Kowloon, Hong Kong, Peoples R China"
Jiang, Min ,"Search Concentration, Bias, and Parochialism: A Comparative Study of Google, Baidu, and Jike's Search Results From China","UNC Charlotte, Dept Commun Studies, Charlotte, NC 28223 USA"
Jiang, Qiaolei ,"Internet addiction among young people in China Internet connectedness, online gaming, and academic performance decrement","Dalian Univ Technol, Sch Humanities & Social Sci, Dalian, Liaoning Provin, Peoples R China"
Jiang, Hua ,"Creating an Engaged Workforce: The Impact of Authentic Leadership, Transparent Organizational Communication, and Work-Life Enrichment","Syracuse Univ, SI Newhouse Sch Publ Commun, Publ Relat, Syracuse, NY USA"
Jiang, Min ,The business and politics of search engines: A comparative study of Baidu and Google's search results of Internet events in China,"UNC Charlotte, Charlotte, NC 28223 USA"
Jiang, Qiaolei ,"Games With a Continuum: Globalization, Regionalization, and the Nation-State in the Development of China's Online Game Industry","Dalian Univ Technol, Dept Journalism & Commun, 2 Linggong Rd, Dalian 116024, Liaoning, Peoples R China"
Jiang,Hua,Leading in the digital age: A study of how social media are transforming the work of communication professionals,"Syracuse Univ, SI Newhouse Sch Publ Commun, Syracuse, NY 13244 USA"
Jiang,Hua,Social media engagement as an evaluation barometer: Insights from communication executives,"Syracuse Univ, SI Newhouse Sch Publ Commun, Syracuse, NY 13244 USA"
Jiang,Qiaolei,Examining Factors Influencing Internet Addiction and Adolescent Risk Behaviors Among Excessive Internet Users,"Dalian Univ Technol, Dept Journalism & Commun, Dalian, Peoples R China"
Jiang,Qiaolei,"Loneliness, Individualism, and Smartphone Addiction Among International Students in China","Tsinghua Univ, Sch Journalism & Commun, Room 119,Omnicom Bldg, Beijing 100084, Peoples R China"
Jiang,L. Crystal,From Perception to Behavior: Disclosure Reciprocity and the Intensification of Intimacy in Computer-Mediated Communication,"Cornell Univ, Dept Commun, Ithaca, NY 14850 USA"
Luo, Yunjuan ,The Internet and Agenda Setting in China: The Influence of Online Public Opinion on Media Coverage and Government Policy,"Texas Tech Univ, Lubbock, TX 79409 USA"
Luo, Wei ,ARE YOU THE ONE? CHINA'S TV DATING SHOWS AND THE SHENG NU'S PREDICAMENT,"Indiana Univ Purdue Univ, Commun, Ft Wayne, IN 46805 USA"
Luo, XM ,Benchmarking advertising efficiency,"SUNY Coll Fredonia, Fredonia, NY 14063 USA"
Luo,Yunjuan,"A Meta-Analysis of News Media's Public Agenda-Setting Effects, 1972-2015","South China Univ Technol, Sch Journalism & Commun, Commun, Guangzhou, Guangdong, Peoples R China"
Luo,Mufan,"Effects of Opinion Climate, Efficacy Messages, and Publicness of Social Media on Intentions to Retransmit Anti-Binge Drinking Messages on Facebook","Stanford Univ, Dept Commun, Bldg 120,450 Serra Mall, Stanford, CA 94305 USA"
Qiu, Jack Linchuan ,"Recession and Progression? Notes on Media, Labor, and Youth from East Asia","Chinese Univ Hong Kong, Hong Kong, Hong Kong, Peoples R China"
Qiu, Yuanbo ,The openness of Open Application Programming Interfaces,"Univ Sydney, Dept Media & Commun, Sydney, NSW, Australia"
Qiu, Jack ,Social media on the picket line,"Chinese Univ Hong Kong, Shatin, Hong Kong, Peoples R China"
